barcode	name	calories	protein	carbs	fat	source
5900102022212	Milchschokolade mit Rosinen und Erdnussen.	539	7	52	33	nutrition.aggregated_set
4316268577304	Duo Schoko-Creme	569	7.2	49	38	nutrition.aggregated_set
4000539600302	Lindt Goldhase	545	7.4	56	32	nutrition.aggregated_set
4003227025609	Früh Kölsch	39	0	0	0	nutrition.aggregated_set
4102560005016	apple plus	26	0.5	6.1	0.5	nutrition.aggregated_set
9100000448503	Bio-Mandel-Drink	40	1	2.6	2.7	nutrition.aggregated_set
4000607867804	Blätterkrokant	497	5	62	25	nutrition.aggregated_set
4102430041786	Bitburger Radler 0.0	26	0	6.6	0	nutrition.aggregated_set
4020813007634	Pumps aus Vollmilchschokolade	559	6.3	50	38	nutrition.aggregated_set
4061458058483	Gebäck-Stangen	484	9.8	60	22	nutrition.aggregated_set
3830053871954	Alive	118	11.5	12.3	5.2	nutrition.aggregated_set
7611690317373	Bonfrite Frittieröl	828	0	0	92	nutrition.aggregated_set
7610055100636	Calanda Radler	40	0.3	7	0	nutrition.aggregated_set
4334011025964	Apfelschorle	29	0.5	6.8	0.5	nutrition.aggregated_set
96183694	Pro Fresh Blueberry	250	0.5	91	1.2	nutrition.aggregated_set
96183717	Fisherman's Friend Pro Fresh Sweetmint	245	0.5	93	1.2	nutrition.aggregated_set
0555555555555	Himmer2Juice	445	11	60	17	nutrition.aggregated_set
4388810057688	Orangen-Limonade	36	0	8.8	0	nutrition.aggregated_set
7503015447127	Maismehl Azul nixtamalisiert	337	8	66	4.5	nutrition.aggregated_set
7610818326068	Multivitamin	0	0	0	0	nutrition.input_sets[0]
4038375025300	Reis, Kokos	53	0.2	10.4	1.2	nutrition.aggregated_set
8001250120199	019 Zitone GR. 500	351	14	69	1.5	nutrition.aggregated_set
8008857406145	Reggia Fettuccine Nidi Semola GR 500	360	12.5	73	1.3	nutrition.aggregated_set
8001120895745	Pasta lumachina coop	354	13	71	1.2	nutrition.aggregated_set
8000139925023	Pasta de semola	351	14	70	1	nutrition.aggregated_set
8000139925153	Pastina semi di melone	362	14	73	1	nutrition.aggregated_set
8001250120854	Minestrina peperini n 85	351	2.9	69	1.5	nutrition.aggregated_set
4001475118739	Tomaten-Mozzarella Salz	60	2.4	8.6	1.1	nutrition.aggregated_set
69118883	Brioche - Brötchen	344	7.5	51	11.6	nutrition.aggregated_set
2860778002228	gefüllter Brie schnittlauch	416	14	21	30.7	nutrition.aggregated_set
8000070038547	Lavazza Crema E Gusto Classico X3 250g	1	0.2	0.3	0	nutrition.aggregated_set
4337182045250	Haselnüsse, ganz	669	14.2	10.5	61.6	nutrition.aggregated_set
23003231	Ketjap Manis sweet	248	2.6	59	0.5	nutrition.aggregated_set
4334011092966	Haltbare Milch	37	3.6	5	0.3	nutrition.aggregated_set
40084909	Kinder Überraschung	552	8.1	52.3	34.2	nutrition.aggregated_set
5997523313258	Soba Cup Noodles	210	4.5	25.7	9.5	nutrition.aggregated_set
7613312211083	Fior di Latte & Framboise	230	4.2	28	11	nutrition.aggregated_set
4099200009582	Mais-Reis Knusper Scheiben	366	8.9	75	2.2	nutrition.aggregated_set
20101367	Gelatellu caramel & chocolate flavour	262	3.5	27.3	15.2	nutrition.aggregated_set
4001527091126	Confiserie Lauenstein Whisky-Cream-Trüffel-Ei	488	5	46.4	31.4	nutrition.aggregated_set
5601268100034	Sardinen in scharf gewürztem Olivenöl	250	21	1	18	nutrition.aggregated_set
9008700141963	Yippy Multi	32	0.5	7.3	0.5	nutrition.aggregated_set
4104420183520	Veganer Aufschnitt nach salami art aus seitan	274	34	6.2	12	nutrition.aggregated_set
4101702038080	Streichcreme Paprika Chili	386	6.9	5.2	37	nutrition.aggregated_set
8711200340200	Gemüsesuppe	43	1.1	5.3	1.8	nutrition.aggregated_set
4388844018112	Bio Sauerkraut	22	1.5	1.9	0.1	nutrition.aggregated_set
4388844096028	Kokosmilch	222	2	4	22	nutrition.aggregated_set
7613036041980	Zwiebelsuppe	25	0.7	4	0.5	nutrition.aggregated_set
8001665705691	Giovanni Rana Asparagi	209	9	33	4	nutrition.aggregated_set
8852523206184	Thaisuppe, Curry Huhn	470	9.6	57	22	nutrition.aggregated_set
5053827201612	Choco Krispies	377	9	75	2.5	nutrition.aggregated_set
7616600700313	Demi-crème 25%	257	3	4	25.4	nutrition.aggregated_set
4014086010330	Oettinger Export	44	0	0	0	nutrition.input_sets[0]
7640139010407	Gazzosa Ticinese  Mandarino	40	0.5	10	0.5	nutrition.aggregated_set
40363639	Chiliquark	132	8.4	4.4	8.7	nutrition.aggregated_set
4250239103904	Buchweizen	339	13.6	65.4	2.6	nutrition.aggregated_set
4002683009130	Genuss Mimis Zwiebel und Kümmel	127	30	0.5	0.5	nutrition.aggregated_set
4388844265806	Karottini	30	1	4.8	0.3	nutrition.aggregated_set
4013300031304	Grüne Pfeffer Sauce	257	1.4	13	22	nutrition.aggregated_set
29013838	Konditor-Osterlamm	422	5.7	59	19	nutrition.aggregated_set
4388844030008	Maronen	160	2.9	31.3	1.1	nutrition.aggregated_set
8801047221722	Seetang Noriblätter	289	45	0.5	4.4	nutrition.aggregated_set
4022381016933	Parboiled Reis, Langkorn weiß	354	6.5	78.9	0.5	nutrition.aggregated_set
20097264	Paprika Salami	306	19	1	25	nutrition.aggregated_set
4061458023207	Bärlauch Creme	305	5.4	4.8	29	nutrition.aggregated_set
9100000715575	Niederösterreichische Vollmilch pasteurisiert	64	3.3	4.8	3.5	nutrition.aggregated_set
7610029159264	Rohzucker	396	0	99	0	nutrition.aggregated_set
4006040329138	Rumba	530	4.7	51	33	nutrition.aggregated_set
22954626	Reis Langkorn	351	8	75.5	1.5	nutrition.aggregated_set
8715035450301	Sauce Poke	186	4.8	35	2	nutrition.aggregated_set
22171696	Champignons erste Wahl in Scheiben	19	2.2	0.6	0.4	nutrition.aggregated_set
4061458047548	Feinschmecker - Brot Kürbiskernbrot	206	6.3	34	3	nutrition.aggregated_set
4040009000362	Parmigiano Reggiano	402	32	0	30	nutrition.aggregated_set
4025303120107	Tomatensaft	17	0.8	2.9	0.1	nutrition.aggregated_set
7613404081907	Schweinswürstchen	265	16	1	22	nutrition.aggregated_set
4388844294509	Himbeeren, aromatisch und süß, Klasse I	49	1.2	5.8	0.8	nutrition.aggregated_set
4388860250220	Schoko Häschen	548	6.1	58.9	32	nutrition.aggregated_set
4061458022880	Original Rösti bratfertig	98	1.8	13	3.9	nutrition.aggregated_set
4388860026795	Schokoeier mit Nougatcremefüllung	550	5.2	55.7	34	nutrition.aggregated_set
4388860042672	Nougat Sahne Eier	581	8.1	46.1	40.5	nutrition.aggregated_set
4311501495858	Ajvar scharf	93	1.5	12.4	3.4	nutrition.aggregated_set
4061458058629	Pufuleti Maissnack gesalzen	430	7.5	64	15	nutrition.aggregated_set
4099200028033	Chai Latte Sorte Vanille-Zimt	73	1.1	12	2.4	nutrition.aggregated_set
9005861018271	Premium original Bergkäse	418	28	0	34	nutrition.aggregated_set
9015340103527	Dreh und Trink Apfel	35	0	8.6	0	nutrition.aggregated_set
7617100275622	Lachsfilets	209	20	0	14	nutrition.aggregated_set
4771218200976	Crisp Bread	400	13.3	60	10	nutrition.aggregated_set
4337185440120	Nudeln in Rahmsauce	91	2.4	16	2	nutrition.aggregated_set
5900278011058	Sesam krokant.	537	15	52	29	nutrition.aggregated_set
5901588066998	Sesamriegel	502	11	54	25	nutrition.aggregated_set
4002575583755	Marzipan Eier	427	6.2	68	14	nutrition.aggregated_set
4061458008815	Bio Obst Riegel - Banane Maracuja	334	4.2	66	4.9	nutrition.aggregated_set
4337185378607	Knusper-Müsli mit Früchten	440	10	62	15	nutrition.aggregated_set
29051175	Blätterkrokant	497	5	62	25	nutrition.aggregated_set
4250038932538	Kokosmehl	365	21.2	18.8	14.5	nutrition.aggregated_set
4260195546066	Karottencremesuppe mit Kokos	39	0.8	3.4	2.2	nutrition.aggregated_set
4052700085715	Cappuccino Fein & Cremig	382	7.5	65.2	9.4	nutrition.aggregated_set
20828394	Escalope de poulet	104	22.4	0	1.6	nutrition.aggregated_set
7613404016657	Toast Rustico - Dunkel	253	11	41	3.8	nutrition.aggregated_set
9100000747583	Cottage Cheese	76	11	3	2.2	nutrition.aggregated_set
8002330097004	Suppennudeln	356	13	71.5	1.4	nutrition.aggregated_set
4008601250752	Milk chocolate	549	6	58	32	nutrition.aggregated_set
4388844265509	Brie	348	17	0.1	31	nutrition.aggregated_set
7640151710903	Milk Protein Strawberry	51	7.7	2.5	1.1	nutrition.aggregated_set
4009932008937	Magnesium +Kalium SPORT	0	0	0	0	nutrition.aggregated_set
4005906004110	Active O2 Lime Ice	16	0	3.8	0	nutrition.aggregated_set
8715700116501	Heinz thai style coconut lime sauce	395	1.1	12	38	nutrition.aggregated_set
5201013012553	Κριθαράκι	362	12	73.6	1.5	nutrition.aggregated_set
7613356484825	Tomatensauce Mit Schweinefleischerzeugnis	148	6	8	10	nutrition.aggregated_set
20227586	Magermilch	34	3.3	5	0.1	nutrition.aggregated_set
4061458054249	Roggen Pur	204	5.3	39	1.1	nutrition.aggregated_set
3165950308143	Thunfisch für Pasta	277	11	1.5	25	nutrition.aggregated_set
9002233029934	Feta Tomate Wrap	233	7.9	27	10	nutrition.aggregated_set
8718612000760	Mucho Mango PET	23	0	5.6	0	nutrition.aggregated_set
4009700070586	Danone ACTIVIA® Natur mit einem Hauch von Kokosgeschmack 150g	82	4.5	8.8	3.2	nutrition.aggregated_set
4002575583731	Marzipan	427	6.2	68	14	nutrition.aggregated_set
4056489017257	Freeway Ice Tea Pfirsich	22	0	5	0	nutrition.aggregated_set
4061458028073	Doppelkeks	469	5.8	67	19	nutrition.aggregated_set
4099200046686	Pistazien geröstet, gesalzen	615	24	11	51	nutrition.aggregated_set
4006894116205	Devina	532	5.4	64	28	nutrition.aggregated_set
4099200017754	Maronen, geschält, gegart	158	2.9	31.3	1.1	nutrition.aggregated_set
20163716	Champignons de Paris	132	0.6	32	0	nutrition.aggregated_set
4000539610363	Dunkle Mischung	560	5.8	50	36	nutrition.aggregated_set
4000539619106	Goldhase	544	7.2	56	32	nutrition.aggregated_set
4000539604485	Macarons	561	7.2	52	36	nutrition.aggregated_set
20006990	Schmelzkäsezubereitung Sahnig	276	9.4	7	23.4	nutrition.aggregated_set
4316268522564	Mischpilze	14	1.4	0.3	0.2	nutrition.aggregated_set
4388840221110	Knoblauchbutter Baguette	305	6.8	39	13	nutrition.aggregated_set
4132500073027	Cheese burger	290	12	23	16	nutrition.aggregated_set
5019312083743	Pizza New York Style	248	9.6	30	9.7	nutrition.aggregated_set
4022381358224	Dinkelflakey	368	10.9	70.7	2.5	nutrition.aggregated_set
20222536	Salami mit Haselnüssen	430	23	1	37	nutrition.aggregated_set
4040009001208	Grana Padano	384	33	0	28	nutrition.aggregated_set
8711000381342	Cafe latte Vanilla	36	0.9	4.7	1.5	nutrition.aggregated_set
8710400008675	Zure Augurken	17	0.6	2.4	0.2	nutrition.aggregated_set
4304218713469	Raffinade Zucker	400	0	100	0	nutrition.aggregated_set
4002676212042	Shipli	361	13	70	2.5	nutrition.aggregated_set
4002676212011	Maccaroni	361	13	70	2.5	nutrition.aggregated_set
4002971254600	Grand Dessert Vanille mit Himbeersahne	113	2.5	16	4.3	nutrition.aggregated_set
4099200407722	Rauchmöckli	177	36	1.5	3	nutrition.aggregated_set
7613036218047	Beba Bio 2	67	1.4	8.1	3.2	nutrition.aggregated_set
40057606	Osterhase	538	6	44	35	nutrition.aggregated_set
4099200014944	Bergbauern Frischkäse Kren 70% F.i.T.	300	5.7	3.3	29.3	nutrition.aggregated_set
7610491080202	Hefeflocken, mit Weizen	338	30	37	4	nutrition.aggregated_set
4260148651007	Mohren - Apfelsalat nit ingwer	95	0.7	8	5.3	nutrition.aggregated_set
4260148656002	Kichererbsen-Gemüseragout mit Raz-el-Hanout	108	2.5	14	4.7	nutrition.aggregated_set
7610029135725	Freiburger Möckli	186	37	0.5	4	nutrition.aggregated_set
4337185547072	Gnocchi	149	2.7	30.1	1	nutrition.aggregated_set
4337185460852	Tomatenmark	93	4.8	15	1	nutrition.aggregated_set
42011057	Marzipanei	442	16	67	16	nutrition.aggregated_set
4304218416827	Chicken Wings Tiefkühl	224	14	11	14	nutrition.aggregated_set
4099200078557	Hähnchen Mediterran	111	5.9	12	3.9	nutrition.aggregated_set
4008122125034	Odenwald Süsskirschen	70	0.5	15.7	0.2	nutrition.aggregated_set
4902950116496	Thunfisch in Olivenöl	163	24	0.1	7.4	nutrition.aggregated_set
3760132083438	Gaspacho original, bio	40	0.7	2.9	2.4	nutrition.aggregated_set
4002468199995	Hofkäse	340	26	0.5	26	nutrition.aggregated_set
4311501658628	Shrimps in Knoblauchsauce	299	6.3	7	27	nutrition.aggregated_set
4029764001616	Loscher Mehrfruchtsaftgetränk	26	0.5	5.4	0.5	nutrition.aggregated_set
22138118	Tiramisu Eis gestrudelt	111	1.5	16	4.5	nutrition.aggregated_set
4061458016421	Sahne-Leberwurst	349	14	2.1	32	nutrition.aggregated_set
9100200098638	Honigkrustenschinken	158	19	0.5	9	nutrition.aggregated_set
9008400300264	Konfitüre Hagebutte mit Vanille	227	0.8	55	0	nutrition.aggregated_set
4316268548854	Kirsche Banane	2	0	0.6	0	nutrition.aggregated_set
4061458005807	Klare Bio-Brühe mit Rindfleisch	3	0	0.7	0.5	nutrition.aggregated_set
4025500249267	Milch Reis Schoko	108	3.5	17.2	2.7	nutrition.aggregated_set
20204945	Bio-Sirup Blaubeere	362	0	90.4	0	nutrition.aggregated_set
4316268562065	Nuss Frucht Mix	503	18.5	30.9	31.8	nutrition.aggregated_set
4013200552541	Mojo Aioli Knoblauch	326	3.3	9.2	31	nutrition.aggregated_set
4014400926033	merci Findest Selection	579	8.1	50.1	37.8	nutrition.aggregated_set
4008366013654	Bohnen Mix	91	3.3	5.7	5.1	nutrition.aggregated_set
4009300006053	Weißer Tee - Jasmin	1	0.2	0.1	0.1	nutrition.aggregated_set
4104420179011	Dinkel Osterhasen Kekse	463	7.9	64	19	nutrition.aggregated_set
20689278	Stremel Lachs Pfeffer	238	21.3	0	17	nutrition.aggregated_set
4061458056151	Cremi Knoblauch	249	6	4	23	nutrition.aggregated_set
7622210704733	Milka Strawberry	562	5.2	54.8	35.6	nutrition.aggregated_set
5053990149322	Pringles Sweet Paprika Chips	525	4.9	55	31	nutrition.aggregated_set
4024083134052	Original Pfälzer Kartoffelsalat mit Speck	111	1.5	11.5	6.4	nutrition.aggregated_set
4316268588713	Pizzateig	280	7.9	48	5	nutrition.aggregated_set
4251680800305	Strawberry Cheesecake Muesli	426	8.8	55.6	17.3	nutrition.aggregated_set
4009700037169	Danone ACTIVIA® Dinkel & Walnuss 3,5% 4 x 115g = 460g	103	4.1	12.9	3.6	nutrition.aggregated_set
4260266391267	Bio Basmati Reis	356	9.3	76	1.1	nutrition.aggregated_set
4031446887654	Cocktail Mix	471	8.2	60	22	nutrition.aggregated_set
7613379546456	Fregola	354	11	72	1.2	nutrition.aggregated_set
0850004207062	Beyond Burger	269	18	5.3	19	nutrition.aggregated_set
8059617060053	Pecorino Romano	397	25	0	33	nutrition.aggregated_set
4250950100831	Speisequark	139	9.3	3.5	9.8	nutrition.aggregated_set
4311501657126	Tomatensaft mit Meersalz	18	0.7	2.9	0.1	nutrition.aggregated_set
4335896745282	K-take it veggie Bio Soja-Reisdrink	43	2.1	5.8	1.2	nutrition.aggregated_set
4316268510677	Matjes-Salat	355	7.8	1.4	35.2	nutrition.aggregated_set
4316268505390	Früchtemüsli	340	8.2	63.6	4	nutrition.aggregated_set
4316268510684	Herings-Happen in Dill-Sahne-Sauce	280	3.8	7.5	25.8	nutrition.aggregated_set
20204457	Cashewkerne, Naturell	602	21	18.8	48.4	nutrition.aggregated_set
7613413502882	Mandeln	643	24	3.8	57	nutrition.aggregated_set
29035281	Kleiner Sandwichtoast - Dinkel	246	10.2	42	3	nutrition.aggregated_set
5702008269179	Edamame	121	12	8.9	5.2	nutrition.aggregated_set
4016249139360	Frucht pur Amarenakirsche	115	1	25	0.5	nutrition.aggregated_set
8710378577920	Hummus Pikant	298	6.3	13	23	nutrition.aggregated_set
8007660838525	Salamini classico	483	28	0.5	41	nutrition.aggregated_set
4260334165110	YouCook Chinese Style Sweet Sour 4260334165110 Fertiggericht aus Hähnchenbrustfilet und Gemüse in süß-saurer Sauce mit Reis	106	4.9	16.5	2.1	nutrition.aggregated_set
9009865009082	Siciliana Linguine Bowl	130	5.7	17	4.3	nutrition.aggregated_set
9002233027138	Apfelmus mit Apfelstücken	56	0.5	11	0.6	nutrition.aggregated_set
9009865005923	Cottage Cheese Classic	80	12	3	2.2	nutrition.aggregated_set
4104420215313	QUINOA 500g 3.99€ 1kg 7.98€	381	14	64	6.1	nutrition.aggregated_set
9066000200209	Cremiger Vanille Traum	95	3.7	13	3.3	nutrition.aggregated_set
4009097010349	Wraps	313	7.7	55	6	nutrition.aggregated_set
7613312203231	Cornichons	40	0.6	8	0.5	nutrition.aggregated_set
9005300011122	Maxi Burger Brötle	266	8.7	45	5.1	nutrition.aggregated_set
4018722527077	EXTRA zuckerfrei Passionsfrucht	0	0	0	0	nutrition.aggregated_set
4251097408026	Beef Jerky Sweet & Hot	304	37.8	29.3	4	nutrition.aggregated_set
4388810057718	Bitter Lemon	38	0	9.1	0	nutrition.aggregated_set
7622210957368	Milka Oreo Choco	554	6	51	35	nutrition.aggregated_set
4021234008002	Krunchy Erdbeere Hafer Müsli	458	8.8	64	17	nutrition.aggregated_set
8002591056024	Olio extra vergine arancia	820	0	0	92	nutrition.aggregated_set
4018462157206	Hot Ketchup	129	1.8	28	0.5	nutrition.aggregated_set
5901367001172	Makkaroni &quot;Nadodrzański&quot;	353	11	75	0.5	nutrition.aggregated_set
20992927	Black Thick Olives	323	1.7	5.4	32	nutrition.aggregated_set
7613312074671	Hirseflocken	359	10	69	4	nutrition.aggregated_set
9100000716435	Eis Salon Cookies & Karamell	107	2.2	15	4.2	nutrition.aggregated_set
7613312210994	Fruchtcocktail	65	0.5	15	0.5	nutrition.aggregated_set
4102380026123	Hella Kirsche	19	0	4.5	0	nutrition.aggregated_set
4045800767384	Kartoffel-Creme	246	4.4	6.8	22.3	nutrition.aggregated_set
4099200018225	Veganer Aufschnitt mit Chili	199	9.7	3.6	16	nutrition.aggregated_set
42388951	Erdbeer Fruchtaufstrich -50% weniger Zucker	116	0.4	27	0.2	nutrition.aggregated_set
4001724031635	Pizza Tradizionale Quattro Formaggi	240	9.9	29	8.8	nutrition.aggregated_set
20807207	Backfischstäbchen	176	12	15.5	7.1	nutrition.aggregated_set
7290010498482	Rote Beeren - Geschmack	15	0	3.3	0	nutrition.aggregated_set
4084700673371	Apfelschorle	27	0	6.4	0	nutrition.aggregated_set
4311501644713	Kichererbsen	360	21.5	48	6.4	nutrition.aggregated_set
4000956022442	Feine Ostereier, flüssig gefüllt, ohne Kruste	449	4.5	52.8	24.4	nutrition.aggregated_set
4388860200935	Emmentaler	382	28	0	30	nutrition.aggregated_set
7613413677863	Cocos Cornets Cocos-Chocolate	284	1.7	37	14	nutrition.aggregated_set
8410076473394	Stand‘n‘Stuff	312	8.5	52.5	6.9	nutrition.aggregated_set
4008167042709	Kaffee Dallmayr d‘Oro Crema	297	13.5	1.5	0	nutrition.aggregated_set
7613269773030	Mozzarella	244	19	1.5	18	nutrition.aggregated_set
4061458036337	Erdbeere Rosmarin Lavendel Kräutertee	2	0	0.4	0	nutrition.aggregated_set
4028286591513	Letscho	51	1.8	9.5	0.4	nutrition.aggregated_set
4031655000837	Münsterländer Schnitte	227	9.3	42	1.3	nutrition.aggregated_set
8001120960894	Olive Taggiasca in salamoia	218	1.7	1.3	22	nutrition.aggregated_set
4388860018936	Sellerie	29	1.4	4	0.3	nutrition.aggregated_set
20995553	Edelbitter mild 85%	552	10.8	21.4	46.8	nutrition.aggregated_set
4313920009821	Rapsöl	900	0	0	100	nutrition.aggregated_set
4000540030136	Pflanzenöl	828	0	0	92	nutrition.aggregated_set
4008722006115	Öl - natives Olivenöl	828	0.3	0	92	nutrition.aggregated_set
4104420183384	Crema con Aceto Balsamico	250	1	59	0.5	nutrition.aggregated_set
4023900552048	Sesamöl geröstet	825	0	0	91.7	nutrition.aggregated_set
4311501389751	Edeka Steinpilze	6	0	0.6	0.4	nutrition.aggregated_set
28337805	BIO Tomatenstücke	23	1.3	3.1	0.2	nutrition.aggregated_set
4400087018848	Brat-&Grilltaler	317	20	3	25	nutrition.aggregated_set
9100000826998	Kokos-Milch LIGHT	70	0.5	3.1	6.1	nutrition.aggregated_set
7610807053227	Beurre aux herbes bio	577	1	3.8	62	nutrition.aggregated_set
4388860227246	Shortbread Fingers	517	4.3	64.9	26.5	nutrition.aggregated_set
8414591000356	Carne de pimiento choricero	38	1.6	5.3	0.6	nutrition.aggregated_set
9032400019130	Super Sandwich ohne Konservierungsstoffe	251	8.5	46	3	nutrition.aggregated_set
4099200188812	Whey Protein Vanille-Geschmack	377	83	4.6	2.3	nutrition.aggregated_set
4311501469316	Aromatische Sultaninen	313	2.2	70.4	0.7	nutrition.aggregated_set
8853662057651	RED CURRY PASTE	152	3.1	11	9.1	nutrition.aggregated_set
4009418105891	Rapsöl	828	0	0	92	nutrition.aggregated_set
40879345	Bio gehackte Tomaten classic	42	1.6	6	0.9	nutrition.aggregated_set
4337185624612	Aufbackbrötchen	254	8.7	51	1	nutrition.aggregated_set
4337185624629	Unsere Feinen Knusprige Weizenmischbrötchen zum Fertigbacken	244	9	47	1.2	nutrition.aggregated_set
4311596600182	Pausen-Drik	43	0.3	9.7	0.1	nutrition.aggregated_set
4311596467174	Frühlingsrollen - Huhn	177	6.7	19.2	7.6	nutrition.aggregated_set
4056489013143	Bio Organic Frische Vollmilch	69	3.4	4.9	3.9	nutrition.aggregated_set
27225004	Frische Fettarme Bio Milch	46	3.4	4.7	1.5	nutrition.aggregated_set
9003740099373	Pesto Genovese	549	6.4	2.6	57	nutrition.aggregated_set
23892743	Bio-Brühe mir Rindfleisch	3	0	0.7	0	nutrition.aggregated_set
7613324104779	Pfirsiche	72	0.4	18	0.1	nutrition.aggregated_set
4033634011001	Hütts Vollkorn-Knabberei - tomate & emmentaler	436	15	47	18	nutrition.aggregated_set
4016249600532	Schmalz-Töpfle	824	0.8	4.4	89	nutrition.aggregated_set
4250085788027	Apfel Mark	52	0.3	13.8	0.2	nutrition.aggregated_set
4056489018681	Bio Kokosnussöl	900	0	0	100	nutrition.aggregated_set
